HomeTeam,AwayTeam,HomeConference,AwayConference,HomeConfPower,AwayConfPower,HomeActualScore,AwayActualScore,HomeMostLikely,AwayMostLikely,HomeMean,AwayMean,HomeWinProbability,AwayWinProbability,HomeWins,HomeLoses,AwayWins,AwayLoses,Date
Texas St,Ga Southern,SBC,SBC,0.557,0.557,11,13,5,4,5.95,6.18,51,49,7,4,6,5,20220409
Lehigh,Army,PL,PL,0.348,0.348,1,3,4,6,4.44,6.93,33,67,2,4,2,7,20220409
Morehead St,Presbyterian,OVC,BSo,0.444,0.515,7,11,7,6,8.13,6.39,65,35,6,4,6,6,20220409
Akron,W Michigan,MAC,MAC,0.376,0.376,1,2,5,7,5.92,8.38,37,63,4,7,0,10,20220409
Delaware St,MD E Shore,NEC,NEC,0.13,0.13,3,6,6,5,6.20,5.42,60,40,1,7,1,11,20220409
UC Davis,CS Bakersfield,BWC,BWC,0.556,0.556,7,9,5,6,5.84,6.46,48,52,8,4,3,9,20220409
New Mexico St,CS Sacramento,CUSA,WAC,0.619,0.473,10,9,6,5,6.45,6.75,51,49,8,4,7,5,20220409
Cincinnati,Houston,B12,B12,0.703,0.703,13,3,6,5,6.30,6.45,52,48,5,6,7,3,20220409
Utah Tech,Grand Canyon,WAC,WAC,0.473,0.473,3,14,4,6,4.63,7.21,33,67,4,8,7,4,20220409
Wake Forest,Duke,ACC,ACC,0.772,0.772,6,3,7,5,7.59,5.63,67,33,10,3,7,5,20220409
East Carolina,Wichita St,AAC,AAC,0.593,0.593,10,3,6,4,6.92,4.34,74,26,5,6,3,8,20220409
FL Atlantic,UAB,AAC,AAC,0.593,0.593,6,8,6,5,6.88,5.59,63,37,10,1,9,2,20220409
San Francisco,Gonzaga,WCC,WCC,0.397,0.397,14,11,4,6,4.54,6.31,38,62,6,6,2,7,20220409
Grambling,Ark Pine Bluff,SWAC,SWAC,0.231,0.231,20,10,9,6,10.76,6.91,73,27,4,7,0,12,20220409
Jackson St,MS Valley St,SWAC,SWAC,0.231,0.231,6,5,9,4,10.89,5.18,82,18,9,2,1,4,20220409
UNLV,Nevada,MWC,MWC,0.449,0.449,13,22,7,6,8.29,8.40,52,48,8,4,7,5,20220409
West Virginia,Baylor,B12,B12,0.703,0.703,8,4,5,4,5.92,5.50,57,43,11,0,8,3,20220409
St Mary's CA,Pepperdine,WCC,WCC,0.397,0.397,1,7,4,3,4.70,4.95,51,49,8,4,3,9,20220409
Utah,UCLA,B12,B10,0.703,0.604,3,4,4,6,4.69,7.41,32,68,10,2,9,3,20220409
Liberty,FGCU,CUSA,ASUN,0.619,0.374,8,3,6,5,6.84,5.84,60,40,7,4,4,8,20220409
Georgia Tech,Florida St,ACC,ACC,0.772,0.772,6,9,6,5,7.20,6.71,56,44,10,2,11,0,20220409
Miami OH,E Michigan,MAC,MAC,0.376,0.376,11,5,5,4,6.24,4.81,65,35,5,6,4,6,20220409
Holy Cross,Navy,PL,PL,0.348,0.348,6,5,4,5,5.47,6.07,48,52,3,4,3,6,20220409
Ohio,Toledo,MAC,MAC,0.376,0.376,8,11,5,4,6.16,6.14,53,47,3,7,4,6,20220409
Kent,Bowling Green,MAC,MAC,0.376,0.376,4,6,7,5,8.17,5.36,72,28,3,6,5,5,20220409
CS Northridge,UC Santa Barbara,BWC,BWC,0.556,0.556,7,9,5,6,5.10,6.24,43,56,2,7,9,2,20220409
Cent Arkansas,Jacksonville St,ASUN,CUSA,0.374,0.619,11,9,4,5,5.06,5.52,49,51,4,6,10,2,20220409
Stanford,Arizona St,ACC,B12,0.772,0.703,10,6,7,5,8.07,5.41,71,29,10,2,8,4,20220409
Arkansas St,Louisiana,SBC,SBC,0.557,0.557,3,5,3,6,4.03,7.12,28,71,3,9,5,7,20220409
USC,Oregon St,B10,I Ind,0.604,0.75,2,3,4,6,4.33,6.99,32,68,9,2,7,3,20220409
High Point,Longwood,BSo,BSo,0.515,0.515,6,5,6,5,6.85,5.73,61,39,9,3,2,9,20220409
Pacific,Loy Marymount,WCC,WCC,0.397,0.397,12,7,5,6,6.17,7.69,42,57,7,5,7,5,20220409
Tennessee,Missouri,SEC,SEC,0.857,0.857,11,4,6,3,7.93,4.06,81,19,11,0,6,6,20220409
Bethune-Cookman,Florida A&M,SWAC,SWAC,0.231,0.231,2,5,5,4,5.48,4.84,59,41,6,6,4,7,20220409
Stetson,Kennesaw,ASUN,CUSA,0.374,0.619,2,3,4,5,5.31,6.24,46,54,7,5,5,8,20220409
Oregon,Ball St,B10,MAC,0.604,0.376,2,3,5,3,6.77,4.01,75,25,10,2,6,5,20220409
Cal Poly,Long Beach St,BWC,BWC,0.556,0.556,2,28,4,3,4.73,4.42,56,43,5,6,5,6,20220409
Ark Little Rock,UT Arlington,OVC,WAC,0.444,0.473,4,3,5,4,5.56,5.49,54,46,5,6,3,5,20220409
UTRGV,SF Austin,SLC,SLC,0.648,0.648,4,5,6,4,7.86,4.90,74,26,7,2,5,7,20220409
Miami FL,Virginia,ACC,ACC,0.772,0.772,5,4,5,4,5.37,5.43,53,47,9,3,7,3,20220409
Alabama St,Alabama A&M,SWAC,SWAC,0.231,0.231,9,3,8,3,9.69,4.10,86,14,5,7,2,9,20220409
South Alabama,Appalachian St,SBC,SBC,0.557,0.557,6,2,5,3,6.81,3.90,76,24,7,5,6,5,20220409
California,Washington,ACC,B10,0.772,0.604,6,3,5,4,6.26,4.86,65,35,6,5,4,8,20220409
Fresno St,New Mexico,MWC,MWC,0.449,0.449,3,4,7,5,8.26,5.86,68,32,5,6,8,5,20220409
Arizona,Washington St,B12,MWC,0.703,0.449,5,6,6,4,7.00,4.87,69,31,7,4,3,9,20220409
Portland,San Diego,WCC,WCC,0.397,0.397,6,8,4,5,4.91,5.99,44,56,5,6,2,9,20220409
San Diego St,San Jose St,MWC,MWC,0.449,0.449,8,11,6,5,6.88,5.48,64,36,4,8,8,3,20220409
Memphis,UCF,AAC,B12,0.593,0.703,3,13,4,6,5.07,7.47,35,65,7,4,8,3,20220409
Coppin St,Norfolk St,NEC,NEC,0.13,0.13,3,2,7,6,7.58,6.68,59,41,2,7,0,8,20220409
South Carolina,Georgia,SEC,SEC,0.857,0.857,13,7,4,5,5.39,5.94,49,51,9,3,13,1,20220409
Lehigh,Army,PL,PL,0.348,0.348,3,2,4,6,4.44,6.93,33,67,2,4,2,7,20220409
Auburn,Vanderbilt,SEC,SEC,0.857,0.857,4,19,4,5,5.23,5.74,49,51,11,1,9,3,20220409
Louisiana Tech,Rice,CUSA,AAC,0.619,0.593,9,3,6,3,7.81,4.14,80,20,6,5,2,8,20220409
Maine,NJIT,AEC,AEC,0.361,0.361,13,8,6,5,6.43,6.02,56,44,2,8,5,5,20220409
Minnesota,Maryland,B10,B10,0.604,0.604,4,5,4,7,4.83,8.79,27,73,4,5,6,5,20220409
MA Lowell,UMBC,AEC,AEC,0.361,0.361,7,6,5,4,6.65,5.26,64,36,3,6,1,5,20220409
Mississippi,Alabama,SEC,SEC,0.857,0.857,10,12,6,4,6.30,4.22,72,28,10,1,12,0,20220409
Mississippi St,LSU,SEC,SEC,0.857,0.857,3,4,5,6,6.46,7.07,49,51,7,4,11,1,20220409
Oregon,Ball St,B10,MAC,0.604,0.376,10,4,5,3,6.77,4.01,75,25,10,2,6,5,20220409
SE Missouri St,Murray St,OVC,MVC,0.444,0.381,8,5,6,5,7.04,5.83,62,38,6,5,7,0,20220409
Oklahoma St,Oklahoma,B12,SEC,0.703,0.857,8,7,6,5,7.16,6.54,57,43,6,4,11,0,20220409
St Louis,Richmond,A10,A10,0.488,0.488,16,3,6,5,6.58,6.96,50,49,5,6,8,2,20220409
Texas,TCU,SEC,B12,0.857,0.703,5,7,6,5,6.48,5.23,63,37,9,1,7,4,20220409
UC San Diego,UC Irvine,BWC,BWC,0.556,0.556,9,11,4,6,4.89,6.66,38,61,7,4,8,3,20220409
Virginia Tech,NC State,ACC,ACC,0.772,0.772,8,2,6,5,6.98,6.23,59,41,8,3,6,5,20220409
Seton Hall,Xavier,BE,BE,0.4,0.4,3,4,4,6,4.20,6.49,34,66,4,7,7,5,20220409
Youngstown St,N Kentucky,HL,HL,0.21,0.21,3,15,6,5,6.49,5.61,60,40,1,10,5,5,20220409
Bucknell,Lafayette,PL,PL,0.348,0.348,3,2,6,4,6.91,4.97,68,32,5,4,1,9,20220409
Bucknell,Lafayette,PL,PL,0.348,0.348,2,7,6,4,6.91,4.97,68,32,5,4,1,9,20220409
Incarnate Word,Northwestern LA,SLC,SLC,0.648,0.648,6,2,5,4,5.99,5.47,57,42,7,5,4,7,20220409
Seattle,Utah Valley,WAC,WAC,0.473,0.473,2,14,6,5,6.51,6.10,56,44,2,9,4,8,20220409
Rhode Island,St Bonaventure,A10,A10,0.488,0.488,9,3,7,3,8.40,4.25,81,19,4,7,7,3,20220409
Hawaii,UC Riverside,BWC,BWC,0.556,0.556,11,7,6,3,7.69,3.78,81,19,9,2,8,5,20220409
Brown,Columbia,Ivy,Ivy,0.191,0.191,5,15,4,7,4.85,8.02,31,69,0,7,1,6,20220409
Princeton,Cornell,Ivy,Ivy,0.191,0.191,1,7,7,6,8.30,7.50,58,42,1,7,3,2,20220409
TN Martin,Austin Peay,OVC,ASUN,0.444,0.374,3,14,6,7,6.83,7.66,47,52,4,6,8,4,20220409
Monmouth NJ,Niagara,CAA,MAAC,0.395,0.321,4,3,6,4,6.62,4.43,71,29,3,7,1,8,20220409
Prairie View,TX Southern,SWAC,SWAC,0.231,0.231,10,9,6,7,6.79,7.92,45,54,4,8,4,8,20220409
Yale,Dartmouth,Ivy,Ivy,0.191,0.191,5,1,6,5,6.27,6.09,54,45,3,3,0,6,20220409
Kent,Bowling Green,MAC,MAC,0.376,0.376,5,4,7,5,8.17,5.36,72,28,3,6,5,5,20220409
E Illinois,SIUE,OVC,OVC,0.444,0.444,5,11,6,5,7.18,7.13,53,47,3,6,2,9,20220409
Iowa,Illinois,B10,B10,0.604,0.604,5,7,5,4,6.11,5.00,62,37,4,6,6,4,20220409
IL Chicago,Oakland,MVC,HL,0.381,0.21,5,2,6,4,6.89,4.89,68,32,2,10,2,10,20220409
WI Milwaukee,PFW,HL,HL,0.21,0.21,4,5,5,4,6.94,5.14,67,33,1,9,1,10,20220409
Bellarmine,North Alabama,ASUN,ASUN,0.374,0.374,17,3,7,6,7.94,6.79,60,39,1,9,3,7,20220409
N Dakota St,St Thomas MN,SL,SL,0.338,0.338,4,1,5,2,5.80,2.77,83,17,1,9,5,3,20220409
Northwestern,Penn St,B10,B10,0.604,0.604,1,4,6,5,6.80,5.55,62,37,5,5,8,1,20220409
Portland,San Diego,WCC,WCC,0.397,0.397,5,4,4,5,4.91,5.99,44,56,5,6,2,9,20220409
St Louis,Richmond,A10,A10,0.488,0.488,5,8,6,5,6.58,6.96,50,49,5,6,8,2,20220409
S Dakota St,W Illinois,SL,OVC,0.338,0.444,2,5,6,4,7.93,5.15,73,27,1,7,2,7,20220409
Bradley,Wright St,MVC,HL,0.381,0.21,5,4,6,7,6.85,7.60,48,52,2,7,3,6,20220409
Merrimack,Mt St Mary's,MAAC,MAAC,0.321,0.321,3,22,7,6,8.13,6.76,62,38,1,9,6,5,20220409
Morehead St,Presbyterian,OVC,BSo,0.444,0.515,6,5,7,6,8.13,6.39,65,35,6,4,6,6,20220410
Villanova,Butler,BE,BE,0.4,0.4,3,11,5,4,6.75,5.00,67,33,6,4,4,6,20220410
Cincinnati,Houston,B12,B12,0.703,0.703,9,6,6,5,6.30,6.45,52,48,5,6,7,3,20220410
Coppin St,Norfolk St,NEC,NEC,0.13,0.13,4,19,7,6,7.58,6.68,59,41,2,7,0,8,20220410
G Washington,Dayton,A10,A10,0.488,0.488,9,4,5,4,5.46,5.79,50,50,6,4,6,6,20220410
FL Atlantic,UAB,AAC,AAC,0.593,0.593,13,6,6,5,6.88,5.59,63,37,10,1,9,2,20220410
Massachusetts,Fordham,A10,A10,0.488,0.488,7,5,6,5,7.21,7.15,53,46,3,3,2,9,20220410
Canisius,Iona,MAAC,MAAC,0.321,0.321,12,4,9,3,10.17,3.80,89,11,0,6,1,8,20220410
Lehigh,Army,PL,PL,0.348,0.348,4,14,4,6,4.44,6.93,33,67,2,4,2,7,20220410
Manhattan,Siena,MAAC,MAAC,0.321,0.321,9,2,7,5,8.21,6.21,66,34,4,7,1,8,20220410
Akron,W Michigan,MAC,MAC,0.376,0.376,4,2,5,7,5.92,8.38,37,63,4,7,0,10,20220410
Charlotte,Southern Miss,AAC,SBC,0.593,0.557,5,6,4,5,5.39,5.97,48,51,4,6,9,3,20220410
Old Dominion,UT San Antonio,SBC,AAC,0.557,0.593,4,13,7,6,7.47,7.01,56,44,3,7,11,3,20220410
Stony Brook,SUNY Albany,CAA,AEC,0.395,0.361,10,5,6,5,6.75,5.68,61,39,3,6,3,4,20220410
Yale,Dartmouth,Ivy,Ivy,0.191,0.191,4,11,6,5,6.27,6.09,54,45,3,3,0,6,20220410
Princeton,Cornell,Ivy,Ivy,0.191,0.191,10,6,7,6,8.30,7.50,58,42,1,7,3,2,20220410
Harvard,Penn,Ivy,Ivy,0.191,0.191,2,6,4,6,4.84,6.99,36,64,0,6,0,6,20220410
Brown,Columbia,Ivy,Ivy,0.191,0.191,6,11,4,7,4.85,8.02,31,69,0,7,1,6,20220410
Bethune-Cookman,Florida A&M,SWAC,SWAC,0.231,0.231,3,6,5,4,5.48,4.84,59,41,6,6,4,7,20220410
Mercer,Citadel,SC,SC,0.644,0.644,11,5,7,4,8.11,4.83,76,24,9,3,7,4,20220410
Coastal Car,Georgia St,SBC,SBC,0.557,0.557,4,5,6,4,7.80,5.12,72,28,10,2,9,2,20220410
Col Charleston,James Madison,CAA,SBC,0.395,0.557,7,6,6,5,6.68,5.23,65,35,7,4,5,6,20220410
Creighton,Georgetown,BE,BE,0.4,0.4,14,2,6,4,7.07,4.31,74,26,5,4,3,8,20220410
Wake Forest,Duke,ACC,ACC,0.772,0.772,16,11,7,5,7.59,5.63,67,33,10,3,7,5,20220410
W Carolina,ETSU,SC,SC,0.644,0.644,10,20,7,6,7.47,7.38,54,46,5,7,10,2,20220410
Radford,Gardner Webb,BSo,BSo,0.515,0.515,14,3,5,6,6.28,6.95,48,52,5,5,6,7,20220410
St Joseph's PA,George Mason,A10,A10,0.488,0.488,14,2,6,5,7.71,6.23,63,37,3,7,7,4,20220410
High Point,Longwood,BSo,BSo,0.515,0.515,2,3,6,5,6.85,5.73,61,39,9,3,2,9,20220410
WI Milwaukee,PFW,HL,HL,0.21,0.21,6,7,5,4,6.94,5.14,67,33,1,9,1,10,20220410
North Florida,Jacksonville,ASUN,ASUN,0.374,0.374,4,12,5,4,5.50,5.38,54,46,7,5,4,7,20220410
Stetson,Kennesaw,ASUN,CUSA,0.374,0.619,1,7,4,5,5.31,6.24,46,54,7,5,5,8,20220410
Kent,Bowling Green,MAC,MAC,0.376,0.376,4,3,7,5,8.17,5.36,72,28,3,6,5,5,20220410
Miami OH,E Michigan,MAC,MAC,0.376,0.376,1,3,5,4,6.24,4.81,65,35,5,6,4,6,20220410
Michigan,CS Fullerton,B10,BWC,0.604,0.556,11,10,6,5,7.57,5.81,65,35,6,4,3,8,20220410
Ohio St,Michigan St,B10,B10,0.604,0.604,8,10,6,5,7.29,5.58,66,34,1,8,9,1,20220410
Marshall,MTSU,SBC,CUSA,0.557,0.619,1,3,4,5,5.10,6.16,44,56,5,6,6,5,20220410
Tennessee,Missouri,SEC,SEC,0.857,0.857,4,3,6,3,7.93,4.06,81,19,11,0,6,6,20220410
Merrimack,Mt St Mary's,MAAC,MAAC,0.321,0.321,5,6,7,6,8.13,6.76,62,38,1,9,6,5,20220410
Holy Cross,Navy,PL,PL,0.348,0.348,4,13,4,5,5.47,6.07,48,52,3,4,3,6,20220410
Nebraska,Rutgers,B10,B10,0.604,0.604,1,19,5,6,5.55,6.34,47,53,4,6,4,7,20220410
Bellarmine,North Alabama,ASUN,ASUN,0.374,0.374,6,3,7,6,7.94,6.79,60,39,1,9,3,7,20220410
Louisville,North Carolina,ACC,ACC,0.772,0.772,6,5,6,5,6.46,5.92,57,43,8,2,12,0,20220410
UNC Asheville,NC A&T,BSo,CAA,0.515,0.395,13,6,6,5,6.68,5.84,60,40,6,5,3,6,20220410
West Virginia,Baylor,B12,B12,0.703,0.703,7,5,5,4,5.92,5.50,57,43,11,0,8,3,20220410
Ohio,Toledo,MAC,MAC,0.376,0.376,10,3,5,4,6.16,6.14,53,47,3,7,4,6,20220410
Boston College,Pittsburgh,ACC,ACC,0.772,0.772,9,10,5,6,6.07,7.34,44,56,4,4,7,3,20220410
Purdue,Indiana,B10,B10,0.604,0.604,3,10,6,7,6.36,7.56,45,55,11,1,6,6,20220410
UTRGV,SF Austin,SLC,SLC,0.648,0.648,2,11,6,4,7.86,4.90,74,26,7,2,5,7,20220410
Wofford,UNC Greensboro,SC,SC,0.644,0.644,12,11,6,5,7.09,6.12,60,40,11,1,5,5,20220410
UNC Wilmington,Hofstra,CAA,CAA,0.395,0.395,2,5,6,3,7.43,4.06,78,22,7,5,3,7,20220410
VCU,Davidson,A10,A10,0.488,0.488,2,7,5,4,6.37,5.13,63,37,2,9,4,6,20220410
Winthrop,Charleston So,BSo,BSo,0.515,0.515,11,14,7,6,7.36,7.41,53,47,7,4,8,2,20220410
Rider,Fairfield,MAAC,MAAC,0.321,0.321,14,7,5,6,5.24,6.51,43,57,4,3,5,4,20220410
F Dickinson,Bryant,NEC,AEC,0.13,0.361,10,6,4,7,4.53,8.22,27,73,0,10,3,5,20220410
Liberty,FGCU,CUSA,ASUN,0.619,0.374,8,2,6,5,6.84,5.84,60,40,7,4,4,8,20220410
Wagner,Sacred Heart,NEC,MAAC,0.13,0.321,6,3,6,5,7.00,6.29,55,45,3,7,4,5,20220410
William & Mary,Towson,CAA,CAA,0.395,0.395,10,3,7,4,7.83,4.29,79,21,4,7,3,5,20220410
Notre Dame,Clemson,ACC,ACC,0.772,0.772,9,3,6,5,6.47,5.24,63,37,8,1,10,1,20220410
Miami FL,Virginia,ACC,ACC,0.772,0.772,15,5,5,4,5.37,5.43,53,47,9,3,7,3,20220410
Central Conn,LIU Brooklyn,NEC,NEC,0.13,0.13,2,5,5,4,6.22,4.75,66,34,2,1,4,8,20220410
Air Force,Cal Baptist,MWC,WAC,0.449,0.473,18,7,7,6,7.73,7.34,56,44,4,7,4,8,20220410
New Mexico St,CS Sacramento,CUSA,WAC,0.619,0.473,6,14,6,5,6.45,6.75,51,49,8,4,7,5,20220410
Campbell,SC Upstate,CAA,BSo,0.395,0.515,11,6,7,5,8.07,5.70,68,32,4,7,6,4,20220410
Cent Arkansas,Jacksonville St,ASUN,CUSA,0.374,0.619,5,4,4,5,5.06,5.52,49,51,4,6,10,2,20220410
Abilene Chr,Sam Houston St,WAC,CUSA,0.473,0.619,8,11,6,5,6.69,7.07,50,50,7,5,2,9,20220410
Dallas Bap,Missouri St,CUSA,MVC,0.619,0.381,17,7,6,5,7.19,5.69,64,36,8,3,4,6,20220410
Lipscomb,E Kentucky,ASUN,ASUN,0.374,0.374,7,3,5,4,5.49,4.94,58,42,3,8,0,11,20220410
Utah Tech,Grand Canyon,WAC,WAC,0.473,0.473,5,6,4,6,4.63,7.21,33,67,4,8,7,4,20220410
E Illinois,SIUE,OVC,OVC,0.444,0.444,18,10,6,5,7.18,7.13,53,47,3,6,2,9,20220410
Texas St,Ga Southern,SBC,SBC,0.557,0.557,10,9,5,4,5.95,6.18,51,49,7,4,6,5,20220410
Grambling,Ark Pine Bluff,SWAC,SWAC,0.231,0.231,7,17,9,6,10.76,6.91,73,27,4,7,0,12,20220410
Ark Little Rock,UT Arlington,OVC,WAC,0.444,0.473,6,5,5,4,5.56,5.49,54,46,5,6,3,5,20220410
Iowa,Illinois,B10,B10,0.604,0.604,5,9,5,4,6.11,5.00,62,37,4,6,6,4,20220410
IL Chicago,Oakland,MVC,HL,0.381,0.21,2,1,6,4,6.89,4.89,68,32,2,10,2,10,20220410
Kansas,Illinois St,B12,MVC,0.703,0.381,10,5,5,4,5.82,5.88,53,47,10,1,2,7,20220410
Valparaiso,Indiana St,MVC,MVC,0.381,0.381,8,15,4,6,4.19,6.96,30,70,2,6,5,6,20220410
Jackson St,MS Valley St,SWAC,SWAC,0.231,0.231,21,7,9,4,10.89,5.18,82,18,9,2,1,4,20220410
Tarleton St,Lamar,WAC,SLC,0.473,0.648,12,2,5,7,5.23,7.28,37,63,4,8,9,4,20220410
Arkansas St,Louisiana,SBC,SBC,0.557,0.557,4,7,3,6,4.03,7.12,28,71,3,9,5,7,20220410
ULM,Troy,SBC,SBC,0.557,0.557,10,13,5,6,5.69,6.70,45,55,5,5,11,1,20220410
New Orleans,McNeese St,SLC,SLC,0.648,0.648,11,9,6,5,6.61,6.85,51,49,6,4,9,1,20220410
N Dakota St,St Thomas MN,SL,SL,0.338,0.338,8,7,5,2,5.80,2.77,83,17,1,9,5,3,20220410
Northwestern,Penn St,B10,B10,0.604,0.604,5,2,6,5,6.80,5.55,62,37,5,5,8,1,20220410
S Dakota St,W Illinois,SL,OVC,0.338,0.444,12,1,6,4,7.93,5.15,73,27,1,7,2,7,20220410
Tulane,South Florida,AAC,AAC,0.593,0.593,8,13,5,4,6.41,5.01,65,35,8,3,6,5,20220410
SE Louisiana,TAM C. Christi,SLC,SLC,0.648,0.648,7,3,7,6,7.26,6.57,58,42,10,2,6,6,20220410
Evansville,S Illinois,MVC,MVC,0.381,0.381,5,14,5,4,6.11,6.18,53,47,3,8,8,3,20220410
Belmont,Tennessee Tech,MVC,OVC,0.381,0.444,1,8,6,5,6.76,5.79,60,40,1,10,9,3,20220410
Texas Tech,Kansas St,B12,B12,0.703,0.703,7,6,6,4,7.59,4.73,75,25,2,7,6,5,20220410
Bradley,Wright St,MVC,HL,0.381,0.21,5,20,6,7,6.85,7.60,48,52,2,7,3,6,20220410
WKU,Florida Intl,CUSA,CUSA,0.619,0.619,5,6,6,5,6.72,5.34,64,36,10,1,11,2,20220410
Alabama St,Alabama A&M,SWAC,SWAC,0.231,0.231,18,6,8,3,9.69,4.10,86,14,5,7,2,9,20220410
Arizona,Washington St,B12,MWC,0.703,0.449,5,2,6,4,7.00,4.87,69,31,7,4,3,9,20220410
Houston Chr,Nicholls St,SLC,SLC,0.648,0.648,9,2,5,6,5.33,6.68,42,58,7,3,5,7,20220410
Oregon,Ball St,B10,MAC,0.604,0.376,7,6,5,3,6.77,4.01,75,25,10,2,6,5,20220410
UNLV,Nevada,MWC,MWC,0.449,0.449,9,8,7,6,8.29,8.40,52,48,8,4,7,5,20220410
Utah,UCLA,B12,B10,0.703,0.604,7,6,4,6,4.69,7.41,32,68,10,2,9,3,20220410
Cal Poly,Long Beach St,BWC,BWC,0.556,0.556,10,7,4,3,4.73,4.42,56,43,5,6,5,6,20220410
UC Davis,CS Bakersfield,BWC,BWC,0.556,0.556,8,9,5,6,5.84,6.46,48,52,8,4,3,9,20220410
CS Northridge,UC Santa Barbara,BWC,BWC,0.556,0.556,1,7,5,6,5.10,6.24,43,56,2,7,9,2,20220410
California,Washington,ACC,B10,0.772,0.604,14,5,5,4,6.26,4.86,65,35,6,5,4,8,20220410
Fresno St,New Mexico,MWC,MWC,0.449,0.449,6,2,7,5,8.26,5.86,68,32,5,6,8,5,20220410
San Francisco,Gonzaga,WCC,WCC,0.397,0.397,13,17,4,6,4.54,6.31,38,62,6,6,2,7,20220410
Stanford,Arizona St,ACC,B12,0.772,0.703,16,10,7,5,8.07,5.41,71,29,10,2,8,4,20220410
Pacific,Loy Marymount,WCC,WCC,0.397,0.397,6,16,5,6,6.17,7.69,42,57,7,5,7,5,20220410
USC,Oregon St,B10,I Ind,0.604,0.75,3,7,4,6,4.33,6.99,32,68,9,2,7,3,20220410
St Mary's CA,Pepperdine,WCC,WCC,0.397,0.397,7,3,4,3,4.70,4.95,51,49,8,4,3,9,20220410
San Diego St,San Jose St,MWC,MWC,0.449,0.449,3,7,6,5,6.88,5.48,64,36,4,8,8,3,20220410
Hawaii,UC Riverside,BWC,BWC,0.556,0.556,5,1,6,3,7.69,3.78,81,19,9,2,8,5,20220410
Memphis,UCF,AAC,B12,0.593,0.703,6,15,4,6,5.07,7.47,35,65,7,4,8,3,20220410
South Carolina,Georgia,SEC,SEC,0.857,0.857,9,13,4,5,5.39,5.94,49,51,9,3,13,1,20220410
Auburn,Vanderbilt,SEC,SEC,0.857,0.857,8,2,4,5,5.23,5.74,49,51,11,1,9,3,20220410
Louisiana Tech,Rice,CUSA,AAC,0.619,0.593,3,1,6,3,7.81,4.14,80,20,6,5,2,8,20220410
Maine,NJIT,AEC,AEC,0.361,0.361,7,6,6,5,6.43,6.02,56,44,2,8,5,5,20220410
Minnesota,Maryland,B10,B10,0.604,0.604,4,3,4,7,4.83,8.79,27,73,4,5,6,5,20220410
MA Lowell,UMBC,AEC,AEC,0.361,0.361,6,9,5,4,6.65,5.26,64,36,3,6,1,5,20220410
Mississippi,Alabama,SEC,SEC,0.857,0.857,3,7,6,4,6.30,4.22,72,28,10,1,12,0,20220410
Mississippi St,LSU,SEC,SEC,0.857,0.857,3,13,5,6,6.46,7.07,49,51,7,4,11,1,20220410
SE Missouri St,Murray St,OVC,MVC,0.444,0.381,11,10,6,5,7.04,5.83,62,38,6,5,7,0,20220410
Oklahoma St,Oklahoma,B12,SEC,0.703,0.857,9,4,6,5,7.16,6.54,57,43,6,4,11,0,20220410
St Louis,Richmond,A10,A10,0.488,0.488,12,4,6,5,6.58,6.96,50,49,5,6,8,2,20220410
Texas,TCU,SEC,B12,0.857,0.703,7,3,6,5,6.48,5.23,63,37,9,1,7,4,20220410
UC San Diego,UC Irvine,BWC,BWC,0.556,0.556,12,9,4,6,4.89,6.66,38,61,7,4,8,3,20220410
Virginia Tech,NC State,ACC,ACC,0.772,0.772,3,10,6,5,6.98,6.23,59,41,8,3,6,5,20220410
Seton Hall,Xavier,BE,BE,0.4,0.4,10,7,4,6,4.20,6.49,34,66,4,7,7,5,20220410
Youngstown St,N Kentucky,HL,HL,0.21,0.21,7,9,6,5,6.49,5.61,60,40,1,10,5,5,20220410
Bucknell,Lafayette,PL,PL,0.348,0.348,7,2,6,4,6.91,4.97,68,32,5,4,1,9,20220410
Incarnate Word,Northwestern LA,SLC,SLC,0.648,0.648,11,4,5,4,5.99,5.47,57,42,7,5,4,7,20220410
Marist,Quinnipiac,MAAC,MAAC,0.321,0.321,7,3,8,6,9.03,6.60,68,32,2,8,4,6,20220410
Rhode Island,St Bonaventure,A10,A10,0.488,0.488,13,1,7,3,8.40,4.25,81,19,4,7,7,3,20220410
Alcorn St,Southern Univ,SWAC,SWAC,0.231,0.231,3,14,3,11,4.33,12.98,12,88,0,9,6,4,20220410
TN Martin,Austin Peay,OVC,ASUN,0.444,0.374,10,12,6,7,6.83,7.66,47,52,4,6,8,4,20220410
Monmouth NJ,Niagara,CAA,MAAC,0.395,0.321,5,1,6,4,6.62,4.43,71,29,3,7,1,8,20220410
Prairie View,TX Southern,SWAC,SWAC,0.231,0.231,4,16,6,7,6.79,7.92,45,54,4,8,4,8,20220410
C Michigan,N Illinois,MAC,MAC,0.376,0.376,8,5,7,3,8.53,3.64,85,15,2,10,6,4,20220410
Morehead St,Presbyterian,OVC,BSo,0.444,0.515,18,3,7,6,8.13,6.39,65,35,6,4,6,6,20220410
Delaware St,MD E Shore,NEC,NEC,0.13,0.13,4,2,6,5,6.20,5.42,60,40,1,7,1,11,20220410
Miami OH,E Michigan,MAC,MAC,0.376,0.376,10,14,5,4,6.24,4.81,65,35,5,6,4,6,20220410
Massachusetts,Fordham,A10,A10,0.488,0.488,8,7,6,5,7.21,7.15,53,46,3,3,2,9,20220410
